Caviar,Zeca Pagodinho,Novo Millennium,Teuomrgokcjsu6oghtq3ktncaqe
Sua Cabeça Não Passa na Porta,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tld2cgurkege6nbnh2ihozmtv44
Defunto Caguete,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tg7p5hfec2n442teby5owxqrini
Bicho Feroz,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tavfq2h2brlpbpx56mfbllikfea
Minha Sogra Parece Sapatão,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tglyydz3sxo26g7fovkdp7zlbdu
A Semente,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tmnhdjnjegemxijrcl3b3uhlxe4
Canudo de Ouro,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,T5iaxarw2443xmki3e2ngi5txlu
Pai Véio 171,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tghuavj2sovvq2ifg2tqnugiry4
Viúva de Seis,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tmy4c6burbxzmjghg35abzcharm
Eu Sou Favela,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tiz7djay6pxv4cxi5rbtnw4qa34
Na Hora da Dura,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tdt4cx7gmviwuhg4qsldfla7pia
Meu Bom Juiz,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tlx5vq77mkzjqtlfxgg7m5uumia
Safado é Safado Mesmo,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tli2cvmv3uyxe5tcfrdfgdbap3m
Vítimas da Sociedade,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,T4xwmzrykldoz726hrvwfk2kcrq
Colina Maldita (feat. Genaro),Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Twx34jc2v6ji6qp3vaoyqmd4vl4
Sequestraram Minha Sogra,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Ta77pbcwljarfvcahyol33v7ss4
Filho de Mãe Solteira,Bezerra Da Silva,Focus - O Essencial De Bezerra Da Silva,Tpyx3hw6g7ayjydpr453w744ica
As 40 Dps,Bezerra Da Silva,O Melhor De Bezerra Da Silva,Tqy2angclndyygm44jppn6ay4p4
Feitiço do Tiao,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tnkzuddhs5ecx4esyzbxs6nm34a
O Juramento Jurou,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Ti5ruxlu3cjnkrwbb7kc5pz5js4
Transação de Malandro,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tcdj6dxssmr727jj4lpost4p2pm
Violência Gera Violência,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Toz4hqhmzxx77tz4cvibgh5wvau
Povo da Colina,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Ttwbmfues64w7q46gpcidvxlvbq
Candidato Caô Caô,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tt6nbu3qwasniuybpn2xabyb6py
Vida de Operário,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,T5rlfoulndkjpidojbmbtp57smu
O Bom Pastor,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tsmqicvlvfi3wjtsysd4qxkjzk4
É o Bicho é o Bicho,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tjvs4hm2jsjazlm6htdzi7hd5tm
Safado é Safado Mesmo,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tao47sjptztni2jxzkl5mb2ippa
Baixada,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tau4hlfxzst4brukyrs2m3urtia
Doutores do Meu Brasil,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,T7qwve5uc2fcty5vxrjumryfvqu
Pai Véio 171,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,T6xpgckcvghppp4qg5ffltmhbiy
Produto do Morro,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tjmj6vcojwpbsvuhtmfxcnsxwiy
Quando o Morcego Doar Sangue,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tmkdthy5rwcmz7merdmbv7arfwy
Se Não Avisar o Bicho Pega,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,T5mhvff5hulx2dqncu5gqgjuejm
Aos Donos da Nação,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tfcuh4zi5svqoxnjakjtovh2ek4
Sequestraram Minha Sogra,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tblmtds2sof4yzpwmodgpj4zpma
Canudo de Ouro,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tnlcqxvbmio6o3i3nwvggmlqmoy
Defunto Caguete,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tkqvxnpt3pouwaall2ustpmjgn4
E Esse Ai Que e o Homem,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tmidgqkwn4oa76l6vjoziuyc3bq
O Rei da Cocada Preta,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Thbzxquam3e242fczpm7ivkpq3i
Malandragem dá um Tempo,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tkwgqu6qx6a5e2jfaeatmrsshta
Bicho Feroz,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Ttfmfw6lbhghyspragujxlkdu5m
Malandro Rife,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tjoy23hhhtd4iyeqiyxjkvn3fpy
A Semente,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tr5qu22rzohw22ixtbc7psjipqe
Minha Sogra Parece Sapatão,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tzjzc4ci7jocm426n5frtpmklvq
Overdose de Cocada,Bezerra Da Silva,RCA 100 Anos de Musica - Bezerra da Silva,Tzcbk2iecrghwrqnqyjkao26qwa
O Medo de Ficar Pobre,Bezerra da Silva,As 20 Preferidas,Teyg3hytlsjuiux5ufx3buiho5q
Verdadeiro Canalha (feat. Genaro),Bezerra da Silva,As 20 Preferidas,Tote5xr6mqij33l6nhv3fx4zzo4
Pobre Aposentado,Bezerra da Silva,As 20 Preferidas,Ta3uumqiynyazdvv6edhgjj7uxm
A Fumaça Já Subiu Pra Cuca,Bezerra da Silva,As 20 Preferidas,Thshtqhppsaie7lr65n2lld5abe
Seja o Que Deus Quiser,Bezerra da Silva,As 20 Preferidas,Tbgjq3bkq7bnlwbrcdfuvitlnju
Parabéns do Brasil Pra Você,Bezerra da Silva,As 20 Preferidas,Tacvgwbwepnym3x4pynbdlejj6q
Defunto Morto Não Fala,Bezerra da Silva,As 20 Preferidas,Toqmeziwi5n2kjmsp23myiodqsy
Eu Não Vou Pedir Maleme,Bezerra da Silva,As 20 Preferidas,Twrjqk3xyhiomunecgvlozn4z7m
Ele Cagueta Com o Dedão do Pé,Bezerra da Silva,As 20 Preferidas,Tehh3uijgpf35wavjiez36kyifu
Malandro Moderno,Bezerra da Silva,As 20 Preferidas,Titekasrezhlr4qobowti7bowsm
Meu Samba É Duro Na Queda,Bezerra da Silva,As 20 Preferidas,Thuzxumpdyeszn4kpa5d3azqwiq
Bangú I,Bezerra da Silva,As 20 Preferidas,T72a4c3e3l5vqiwamecb7a3ak2a
Desabafo do Juarez da Boca do Mato,Bezerra da Silva,As 20 Preferidas,T4zqv2jj6cizjdyx7juby3s4gey
Mete a Mão Que Tu Vai Ver,Bezerra da Silva,As 20 Preferidas,Tzbsizhxlmzdm3dh3h2s2yyx74a
Rajada Na Idéia,Bezerra da Silva,As 20 Preferidas,Tqms2tqb2r3wzndepwfzzo4awk4
Com Dinheiro Tudo Bem,Bezerra da Silva,As 20 Preferidas,Tvvwloy43tfr4gvea4x27xugkmy
Eu Tiro É Onda,Bezerra da Silva,As 20 Preferidas,T26pgcnc4cezx7l5nzp6lai2mmy
Negro de Verdade,Bezerra da Silva,As 20 Preferidas,Trlv6lxgafw5wuyln3d2n2iergu
Este Homem É Inocente,Bezerra da Silva,As 20 Preferidas,Tw7xil7n6en4m6cs5jfolrd3ft4
Vigia Sagáz,Bezerra da Silva,As 20 Preferidas,Tsx75tzcwzmvx75d6taiygs26jy
Tem Coca Aí Na Geladeira,Bezerra da Silva,É Só Sucesso Malandro,Ta7jhzsbiixoic3j5m3zai4yf7i
Os Dps De Sao Paulo (Capital),Bezerra da Silva,É Só Sucesso Malandro,Tezfakplgufe2grbrveilrqdi5q
Respeito As Favelas,Bezerra da Silva,É Só Sucesso Malandro,Toas2limut6ih7cmdj3x5d4etvm
Malandro É Malandro E Mané É Mané,Bezerra da Silva,É Só Sucesso Malandro,Takmxfnelzi4tsxdowh5bfe4idu
Sombra Do Coqueiro,Bezerra da Silva,É Só Sucesso Malandro,Tscvykrxcpb3oraajs7kvcox6fy
Medo De Virar Galeto,Bezerra da Silva,É Só Sucesso Malandro,Tp5wkg73qgjm5rmd456ajqvgysu
A Giria É Cultura Do Povo,Bezerra da Silva,É Só Sucesso Malandro,T476ka2pgevcw3tsfmtlstfjzyu
Iolanda,Bezerra da Silva,É Só Sucesso Malandro,Txk3uhzk2ebzxlkpceglcimgqde
Campo Minado,Bezerra da Silva,É Só Sucesso Malandro,Tvsehrd5bq7tcov2y4hmgl5i2iy
Tua Batata Tá Assando,Bezerra da Silva,É Só Sucesso Malandro,Tqggmq4ntk2usukhq6nms4zhgyq
Mulher Sem Alma,Bezerra da Silva,É Só Sucesso Malandro,Tktdzdp4kk7p7xsrfuvnyforsem
A Culpada Foi Quitéria,Bezerra da Silva,É Só Sucesso Malandro,Tvbzpt2zq2kcsitatjkelcnqcz4
Se Leonardo Dá Vinte (Ao Vivo),Bezerra da Silva,Bezerra da Silva (Ao Vivo),T4k4e7bgmfyorenrfbfn5oa4oca
Se Leonardo da vinte,Bezerra da Silva,Samba! Samba!,Thhv73c2lj4wbkwboplbylpu6xa
Tiro Ao Álvaro,Elis Regina,Bossa Nova For Beginners,Tt4s6lmw5qtnfzcfrl4brif362m
Tragédia No Fundo Do Mar (O Assassinato Do Camarão),Os Originais Do Samba,É De Lei,T7g237jv3qpzf4umekvqlpmegy4
Torresmo À Milanesa (feat. Adoniran Barbosa & Carlinhos Vergueiro),Clementina De Jesus,Rainha Quelé,T366zz5wlgqzm326qsfdgbsfhuy
Samba Do Arnesto,Demônios da Garoa,Raizes Do Samba,Tpcfvd7u4icncaiih354jf6ctti
Saudosa Maloca,Demônios da Garoa,Raizes Do Samba,T6puz3frhx6eybnb2qrwz4kcrvy
Iracema,Demônios da Garoa,Raizes Do Samba,T7dvgm3jrnofvqm7jwq7jq3ulka
As Mariposa,Demônios da Garoa,Raizes Do Samba,T2i75zu3kbfgjufashomgrwlwkm
Tiro Ao Álvaro,Demônios da Garoa,Raizes Do Samba,Tldcx6efzv4seqmp5i3yf7m426i
Trem Das Onze,Demônios da Garoa,Raizes Do Samba,Ty6fuqv2v6xmeviky7vrlb556vi
Clarice,Demônios da Garoa,Raizes Do Samba,T7ax4txksacs2fhdpypgmlyk2eq
Vem Cantar Comigo,Demônios da Garoa,Raizes Do Samba,Tur7zttb22a6rk7s2ksoxtset4u
Quem Cantar Meu Samba,Demônios da Garoa,Raizes Do Samba,Tmi7wjhckwwufd22jwo7wyrggqi
A Vida E Dura,Demônios da Garoa,Raizes Do Samba,Tcwczx53mebytp4glulw7p43g7i
A Voz Do Morro,Demônios da Garoa,Raizes Do Samba,Ta6kitbivoa67yl52e6cunt6ina
Barracão,Demônios da Garoa,Raizes Do Samba,Tb747eye3z45pj74z26hcblzpou
Já fui uma brasa,Demônios da Garoa,Dose Dupla,Tqlrohkeuhfhjn7zcgvcuce3yfi
Um samba no bexiga,Demônios da Garoa,Dose Dupla,Tlvcy2i5wwuy6ov2fjayxmn7d6m
O casamento do Moacir,Demônios da Garoa,Dose Dupla,Tbisxc5now6sqkm355ux6pdwpy4
