-live Penthouse Serenade,Art Van Damme
-live Poinciana,Art Van Damme
-live Round Midnight,Art Van Damme
-live Ruby My Dear,Art Van Damme
-live Samba De Orpheu,Art Van Damme
-live Satin Doll,Art Van Damme
-live Song For My Father,Art Van Damme
-live Sophisticated Lady,Art Van Damme
-live Stardust,Art Van Damme
-live Stella By Starlight,Art Van Damme
-live Sugar,Art Van Damme
-live Summertime,Art Van Damme
-live Take Five,Art Van Damme
-live Take The A Train,Art Van Damme
-live Tea For Two,Art Van Damme
-live Tenderly,Art Van Damme
-live The Girl From Ipanema,Art Van Damme
-live There Will Never Be Another You,Art Van Damme
-live These Foolish Things,Art Van Damme
-live They Can't Take That Away from Me,Art Van Damme
-live Three Little Words,Art Van Damme
-live Watermelon Man,Art Van Damme
-live Wave,Art Van Damme
-live West Coast Blues,Art Van Damme
-live What Is This Thing Called Love,Art Van Damme
-live You’re Driving Me Crazy,Art Van Damme
-live 'Round Midnight,Ben Webster 
-live A Child is Born,Ben Webster 
-live A Foggy Day,Ben Webster 
-live A Song For My Father,Ben Webster 
-live All Blues,Ben Webster 
-live All Of Me,Ben Webster 
-live All The Things You Are,Ben Webster 
-live Almost Like Being In Love,Ben Webster 
-live Autumn Leaves,Ben Webster 
-live Begin the Beguine,Ben Webster 
-live Black Orpheus (Manhã de Carnaval),Ben Webster 
-live Bluesette,Ben Webster 
-live Body And Soul,Ben Webster 
-live But Not For Me,Ben Webster 
-live Bye Bye Blackbird,Ben Webster 
-live C Jam Blues,Ben Webster 
-live Cantaloupe Island,Ben Webster 
-live Caravan,Ben Webster 
-live Cheek to cheek,Ben Webster 
-live Cherokee,Ben Webster 
-live Corner Pocket,Ben Webster 
-live Dear Old Stockholm,Ben Webster 
-live Desafinado,Ben Webster 
-live Don't Get Around Much Anymore,Ben Webster 
-live Easy To Love,Ben Webster 
-live Everytime We Say Goodbye,Ben Webster 
-live Fly Me To The Moon,Ben Webster 
-live Garota de Ipanema,Ben Webster 
-live Honeysuckle Rose,Ben Webster 
-live How High The Moon,Ben Webster 
-live I Got Rhythm,Ben Webster 
-live I Remember Clifford,Ben Webster 
-live I'm Gonna Sit Right Down and Write Myself a Letter,Ben Webster 
-live I've Got You Under my Skin,Ben Webster 
-live In A Mellow Tone,Ben Webster 
-live In A Sentimental Mood,Ben Webster 
-live Just You Just me,Ben Webster 
-live Love for Sale,Ben Webster 
-live Lullaby Of Birdland,Ben Webster 
-live Misty,Ben Webster 
-live Moanin',Ben Webster 
-live Moonlight Serenade,Ben Webster 
-live Night and Day,Ben Webster 
-live On The Sunny Side Of The Street,Ben Webster 
-live Penthouse Serenade,Ben Webster 
-live Poinciana,Ben Webster 
-live Round Midnight,Ben Webster 
-live Ruby My Dear,Ben Webster 
-live Samba De Orpheu,Ben Webster 
-live Satin Doll,Ben Webster 
-live Song For My Father,Ben Webster 
-live Sophisticated Lady,Ben Webster 
-live Stardust,Ben Webster 
-live Stella By Starlight,Ben Webster 
-live Sugar,Ben Webster 
-live Summertime,Ben Webster 
-live Take Five,Ben Webster 
-live Take The A Train,Ben Webster 
-live Tea For Two,Ben Webster 
-live Tenderly,Ben Webster 
-live The Girl From Ipanema,Ben Webster 
-live There Will Never Be Another You,Ben Webster 
-live These Foolish Things,Ben Webster 
-live They Can't Take That Away from Me,Ben Webster 
-live Three Little Words,Ben Webster 
-live Watermelon Man,Ben Webster 
-live Wave,Ben Webster 
-live West Coast Blues,Ben Webster 
-live What Is This Thing Called Love,Ben Webster 
-live You’re Driving Me Crazy,Ben Webster 
-live 'Round Midnight,Benny Golson 
-live A Child is Born,Benny Golson 
-live A Foggy Day,Benny Golson 
-live A Song For My Father,Benny Golson 
-live All Blues,Benny Golson 
-live All Of Me,Benny Golson 
-live All The Things You Are,Benny Golson 
-live Almost Like Being In Love,Benny Golson 
-live Autumn Leaves,Benny Golson 
-live Begin the Beguine,Benny Golson 
-live Black Orpheus (Manhã de Carnaval),Benny Golson 
-live Bluesette,Benny Golson 
-live Body And Soul,Benny Golson 
-live But Not For Me,Benny Golson 
-live Bye Bye Blackbird,Benny Golson 
-live C Jam Blues,Benny Golson 
-live Cantaloupe Island,Benny Golson 
-live Caravan,Benny Golson 
-live Cheek to cheek,Benny Golson 
-live Cherokee,Benny Golson 
-live Corner Pocket,Benny Golson 
-live Dear Old Stockholm,Benny Golson 
-live Desafinado,Benny Golson 
-live Don't Get Around Much Anymore,Benny Golson 
-live Easy To Love,Benny Golson 
-live Everytime We Say Goodbye,Benny Golson 
-live Fly Me To The Moon,Benny Golson 
-live Garota de Ipanema,Benny Golson 
-live Honeysuckle Rose,Benny Golson 
-live How High The Moon,Benny Golson 
-live I Got Rhythm,Benny Golson 
-live I Remember Clifford,Benny Golson 
-live I'm Gonna Sit Right Down and Write Myself a Letter,Benny Golson 
-live I've Got You Under my Skin,Benny Golson 
-live In A Mellow Tone,Benny Golson 
-live In A Sentimental Mood,Benny Golson 
-live Just You Just me,Benny Golson 
-live Love for Sale,Benny Golson 
-live Lullaby Of Birdland,Benny Golson 
-live Misty,Benny Golson 
-live Moanin',Benny Golson 
-live Moonlight Serenade,Benny Golson 
-live Night and Day,Benny Golson 
-live On The Sunny Side Of The Street,Benny Golson 
-live Penthouse Serenade,Benny Golson 
-live Poinciana,Benny Golson 
-live Round Midnight,Benny Golson 
-live Ruby My Dear,Benny Golson 
-live Samba De Orpheu,Benny Golson 
-live Satin Doll,Benny Golson 
-live Song For My Father,Benny Golson 
-live Sophisticated Lady,Benny Golson 
-live Stardust,Benny Golson 
-live Stella By Starlight,Benny Golson 
-live Sugar,Benny Golson 
-live Summertime,Benny Golson 
-live Take Five,Benny Golson 
-live Take The A Train,Benny Golson 
-live Tea For Two,Benny Golson 
-live Tenderly,Benny Golson 
-live The Girl From Ipanema,Benny Golson 
-live There Will Never Be Another You,Benny Golson 
-live These Foolish Things,Benny Golson 
-live They Can't Take That Away from Me,Benny Golson 
-live Three Little Words,Benny Golson 
-live Watermelon Man,Benny Golson 
-live Wave,Benny Golson 
-live West Coast Blues,Benny Golson 
-live What Is This Thing Called Love,Benny Golson 
-live You’re Driving Me Crazy,Benny Golson 
-live 'Round Midnight,Benny Goodman
-live A Child is Born,Benny Goodman
-live A Foggy Day,Benny Goodman
-live A Song For My Father,Benny Goodman
-live All Blues,Benny Goodman
-live All Of Me,Benny Goodman
-live All The Things You Are,Benny Goodman
-live Almost Like Being In Love,Benny Goodman
-live Autumn Leaves,Benny Goodman
-live Begin the Beguine,Benny Goodman
-live Black Orpheus (Manhã de Carnaval),Benny Goodman
-live Bluesette,Benny Goodman
-live Body And Soul,Benny Goodman
-live But Not For Me,Benny Goodman
-live Bye Bye Blackbird,Benny Goodman
-live C Jam Blues,Benny Goodman
-live Cantaloupe Island,Benny Goodman
-live Caravan,Benny Goodman
-live Cheek to cheek,Benny Goodman
-live Cherokee,Benny Goodman
-live Corner Pocket,Benny Goodman
-live Dear Old Stockholm,Benny Goodman
-live Desafinado,Benny Goodman
-live Don't Get Around Much Anymore,Benny Goodman
-live Easy To Love,Benny Goodman
-live Everytime We Say Goodbye,Benny Goodman
-live Fly Me To The Moon,Benny Goodman
-live Garota de Ipanema,Benny Goodman
-live Honeysuckle Rose,Benny Goodman
-live How High The Moon,Benny Goodman
-live I Got Rhythm,Benny Goodman
-live I Remember Clifford,Benny Goodman
-live I'm Gonna Sit Right Down and Write Myself a Letter,Benny Goodman
-live I've Got You Under my Skin,Benny Goodman
-live In A Mellow Tone,Benny Goodman
-live In A Sentimental Mood,Benny Goodman
-live Just You Just me,Benny Goodman
-live Love for Sale,Benny Goodman
-live Lullaby Of Birdland,Benny Goodman
-live Misty,Benny Goodman
-live Moanin',Benny Goodman
-live Moonlight Serenade,Benny Goodman
-live Night and Day,Benny Goodman
-live On The Sunny Side Of The Street,Benny Goodman
-live Penthouse Serenade,Benny Goodman
-live Poinciana,Benny Goodman
-live Round Midnight,Benny Goodman
-live Ruby My Dear,Benny Goodman
-live Samba De Orpheu,Benny Goodman
-live Satin Doll,Benny Goodman
-live Song For My Father,Benny Goodman
-live Sophisticated Lady,Benny Goodman
-live Stardust,Benny Goodman
-live Stella By Starlight,Benny Goodman
-live Sugar,Benny Goodman
-live Summertime,Benny Goodman
-live Take Five,Benny Goodman
-live Take The A Train,Benny Goodman
-live Tea For Two,Benny Goodman
-live Tenderly,Benny Goodman
-live The Girl From Ipanema,Benny Goodman
-live There Will Never Be Another You,Benny Goodman
-live These Foolish Things,Benny Goodman
-live They Can't Take That Away from Me,Benny Goodman
-live Three Little Words,Benny Goodman
-live Watermelon Man,Benny Goodman
-live Wave,Benny Goodman
-live West Coast Blues,Benny Goodman
-live What Is This Thing Called Love,Benny Goodman
-live You’re Driving Me Crazy,Benny Goodman
-live 'Round Midnight,Bill Evans
-live A Child is Born,Bill Evans
-live A Foggy Day,Bill Evans
-live A Song For My Father,Bill Evans
-live All Blues,Bill Evans
-live All Of Me,Bill Evans
-live All The Things You Are,Bill Evans
-live Almost Like Being In Love,Bill Evans
-live Autumn Leaves,Bill Evans
-live Begin the Beguine,Bill Evans
-live Black Orpheus (Manhã de Carnaval),Bill Evans
-live Bluesette,Bill Evans
-live Body And Soul,Bill Evans
-live But Not For Me,Bill Evans
-live Bye Bye Blackbird,Bill Evans
-live C Jam Blues,Bill Evans
-live Cantaloupe Island,Bill Evans
-live Caravan,Bill Evans
-live Cheek to cheek,Bill Evans
-live Cherokee,Bill Evans
-live Corner Pocket,Bill Evans
-live Dear Old Stockholm,Bill Evans
-live Desafinado,Bill Evans
-live Don't Get Around Much Anymore,Bill Evans
-live Easy To Love,Bill Evans
-live Everytime We Say Goodbye,Bill Evans
-live Fly Me To The Moon,Bill Evans
-live Garota de Ipanema,Bill Evans
-live Honeysuckle Rose,Bill Evans
-live How High The Moon,Bill Evans
-live I Got Rhythm,Bill Evans
-live I Remember Clifford,Bill Evans
-live I'm Gonna Sit Right Down and Write Myself a Letter,Bill Evans
-live I've Got You Under my Skin,Bill Evans
-live In A Mellow Tone,Bill Evans
-live In A Sentimental Mood,Bill Evans
-live Just You Just me,Bill Evans
-live Love for Sale,Bill Evans
-live Lullaby Of Birdland,Bill Evans
-live Misty,Bill Evans
-live Moanin',Bill Evans
-live Moonlight Serenade,Bill Evans
-live Night and Day,Bill Evans
-live On The Sunny Side Of The Street,Bill Evans
-live Penthouse Serenade,Bill Evans
-live Poinciana,Bill Evans
-live Round Midnight,Bill Evans
-live Ruby My Dear,Bill Evans
-live Samba De Orpheu,Bill Evans
-live Satin Doll,Bill Evans
-live Song For My Father,Bill Evans
-live Sophisticated Lady,Bill Evans
-live Stardust,Bill Evans
-live Stella By Starlight,Bill Evans
-live Sugar,Bill Evans
-live Summertime,Bill Evans
-live Take Five,Bill Evans
-live Take The A Train,Bill Evans
-live Tea For Two,Bill Evans
-live Tenderly,Bill Evans
-live The Girl From Ipanema,Bill Evans
-live There Will Never Be Another You,Bill Evans
-live These Foolish Things,Bill Evans
-live They Can't Take That Away from Me,Bill Evans
-live Three Little Words,Bill Evans
-live Watermelon Man,Bill Evans
-live Wave,Bill Evans
-live West Coast Blues,Bill Evans
-live What Is This Thing Called Love,Bill Evans
-live You’re Driving Me Crazy,Bill Evans
-live 'Round Midnight,Billie Holiday
-live A Child is Born,Billie Holiday
-live A Foggy Day,Billie Holiday
-live A Song For My Father,Billie Holiday
-live All Blues,Billie Holiday
-live All Of Me,Billie Holiday
-live All The Things You Are,Billie Holiday
-live Almost Like Being In Love,Billie Holiday
-live Autumn Leaves,Billie Holiday
-live Begin the Beguine,Billie Holiday
-live Black Orpheus (Manhã de Carnaval),Billie Holiday
-live Bluesette,Billie Holiday
-live Body And Soul,Billie Holiday
-live But Not For Me,Billie Holiday
-live Bye Bye Blackbird,Billie Holiday
-live C Jam Blues,Billie Holiday
-live Cantaloupe Island,Billie Holiday
-live Caravan,Billie Holiday
-live Cheek to cheek,Billie Holiday
-live Cherokee,Billie Holiday
-live Corner Pocket,Billie Holiday
-live Dear Old Stockholm,Billie Holiday
-live Desafinado,Billie Holiday
-live Don't Get Around Much Anymore,Billie Holiday
-live Easy To Love,Billie Holiday
-live Everytime We Say Goodbye,Billie Holiday
-live Fly Me To The Moon,Billie Holiday
-live Garota de Ipanema,Billie Holiday
-live Honeysuckle Rose,Billie Holiday
-live How High The Moon,Billie Holiday
-live I Got Rhythm,Billie Holiday
-live I Remember Clifford,Billie Holiday
-live I'm Gonna Sit Right Down and Write Myself a Letter,Billie Holiday
-live I've Got You Under my Skin,Billie Holiday
-live In A Mellow Tone,Billie Holiday
-live In A Sentimental Mood,Billie Holiday
-live Just You Just me,Billie Holiday
-live Love for Sale,Billie Holiday
-live Lullaby Of Birdland,Billie Holiday
-live Misty,Billie Holiday
-live Moanin',Billie Holiday
-live Moonlight Serenade,Billie Holiday
-live Night and Day,Billie Holiday
-live On The Sunny Side Of The Street,Billie Holiday
-live Penthouse Serenade,Billie Holiday
-live Poinciana,Billie Holiday
-live Round Midnight,Billie Holiday
-live Ruby My Dear,Billie Holiday
-live Samba De Orpheu,Billie Holiday
-live Satin Doll,Billie Holiday
-live Song For My Father,Billie Holiday
-live Sophisticated Lady,Billie Holiday
-live Stardust,Billie Holiday
-live Stella By Starlight,Billie Holiday
-live Sugar,Billie Holiday
-live Summertime,Billie Holiday
-live Take Five,Billie Holiday
-live Take The A Train,Billie Holiday
-live Tea For Two,Billie Holiday
-live Tenderly,Billie Holiday
-live The Girl From Ipanema,Billie Holiday
-live There Will Never Be Another You,Billie Holiday
-live These Foolish Things,Billie Holiday
-live They Can't Take That Away from Me,Billie Holiday
-live Three Little Words,Billie Holiday
-live Watermelon Man,Billie Holiday
-live Wave,Billie Holiday
-live West Coast Blues,Billie Holiday
-live What Is This Thing Called Love,Billie Holiday
-live You’re Driving Me Crazy,Billie Holiday
-live 'Round Midnight,Brad Mehldau
-live A Child is Born,Brad Mehldau
-live A Foggy Day,Brad Mehldau
-live A Song For My Father,Brad Mehldau
-live All Blues,Brad Mehldau
-live All Of Me,Brad Mehldau
-live All The Things You Are,Brad Mehldau
-live Almost Like Being In Love,Brad Mehldau
-live Autumn Leaves,Brad Mehldau
-live Begin the Beguine,Brad Mehldau
-live Black Orpheus (Manhã de Carnaval),Brad Mehldau
-live Bluesette,Brad Mehldau
-live Body And Soul,Brad Mehldau
-live But Not For Me,Brad Mehldau
-live Bye Bye Blackbird,Brad Mehldau
-live C Jam Blues,Brad Mehldau
-live Cantaloupe Island,Brad Mehldau
-live Caravan,Brad Mehldau
-live Cheek to cheek,Brad Mehldau
-live Cherokee,Brad Mehldau
-live Corner Pocket,Brad Mehldau
-live Dear Old Stockholm,Brad Mehldau
-live Desafinado,Brad Mehldau
-live Don't Get Around Much Anymore,Brad Mehldau
-live Easy To Love,Brad Mehldau
-live Everytime We Say Goodbye,Brad Mehldau
-live Fly Me To The Moon,Brad Mehldau
-live Garota de Ipanema,Brad Mehldau
-live Honeysuckle Rose,Brad Mehldau
-live How High The Moon,Brad Mehldau
-live I Got Rhythm,Brad Mehldau
-live I Remember Clifford,Brad Mehldau
-live I'm Gonna Sit Right Down and Write Myself a Letter,Brad Mehldau
-live I've Got You Under my Skin,Brad Mehldau
-live In A Mellow Tone,Brad Mehldau
-live In A Sentimental Mood,Brad Mehldau
-live Just You Just me,Brad Mehldau
-live Love for Sale,Brad Mehldau
-live Lullaby Of Birdland,Brad Mehldau
-live Misty,Brad Mehldau
-live Moanin',Brad Mehldau
-live Moonlight Serenade,Brad Mehldau
-live Night and Day,Brad Mehldau
-live On The Sunny Side Of The Street,Brad Mehldau
-live Penthouse Serenade,Brad Mehldau
-live Poinciana,Brad Mehldau
-live Round Midnight,Brad Mehldau
-live Ruby My Dear,Brad Mehldau
-live Samba De Orpheu,Brad Mehldau
-live Satin Doll,Brad Mehldau
-live Song For My Father,Brad Mehldau
-live Sophisticated Lady,Brad Mehldau
-live Stardust,Brad Mehldau
-live Stella By Starlight,Brad Mehldau
-live Sugar,Brad Mehldau
-live Summertime,Brad Mehldau
-live Take Five,Brad Mehldau
-live Take The A Train,Brad Mehldau
-live Tea For Two,Brad Mehldau
-live Tenderly,Brad Mehldau
-live The Girl From Ipanema,Brad Mehldau
-live There Will Never Be Another You,Brad Mehldau
-live These Foolish Things,Brad Mehldau
-live They Can't Take That Away from Me,Brad Mehldau
-live Three Little Words,Brad Mehldau
-live Watermelon Man,Brad Mehldau
-live Wave,Brad Mehldau
-live West Coast Blues,Brad Mehldau
-live What Is This Thing Called Love,Brad Mehldau
-live You’re Driving Me Crazy,Brad Mehldau
-live 'Round Midnight,Bud Powell
-live A Child is Born,Bud Powell
-live A Foggy Day,Bud Powell
-live A Song For My Father,Bud Powell
-live All Blues,Bud Powell
-live All Of Me,Bud Powell
-live All The Things You Are,Bud Powell
-live Almost Like Being In Love,Bud Powell
-live Autumn Leaves,Bud Powell
-live Begin the Beguine,Bud Powell
-live Black Orpheus (Manhã de Carnaval),Bud Powell
-live Bluesette,Bud Powell
-live Body And Soul,Bud Powell
-live But Not For Me,Bud Powell
-live Bye Bye Blackbird,Bud Powell
-live C Jam Blues,Bud Powell
-live Cantaloupe Island,Bud Powell
-live Caravan,Bud Powell
-live Cheek to cheek,Bud Powell
-live Cherokee,Bud Powell
-live Corner Pocket,Bud Powell
-live Dear Old Stockholm,Bud Powell
-live Desafinado,Bud Powell
-live Don't Get Around Much Anymore,Bud Powell
-live Easy To Love,Bud Powell
-live Everytime We Say Goodbye,Bud Powell
-live Fly Me To The Moon,Bud Powell
-live Garota de Ipanema,Bud Powell
-live Honeysuckle Rose,Bud Powell
-live How High The Moon,Bud Powell
-live I Got Rhythm,Bud Powell
-live I Remember Clifford,Bud Powell
-live I'm Gonna Sit Right Down and Write Myself a Letter,Bud Powell
-live I've Got You Under my Skin,Bud Powell
-live In A Mellow Tone,Bud Powell
-live In A Sentimental Mood,Bud Powell
-live Just You Just me,Bud Powell
-live Love for Sale,Bud Powell
-live Lullaby Of Birdland,Bud Powell
-live Misty,Bud Powell
-live Moanin',Bud Powell
-live Moonlight Serenade,Bud Powell
-live Night and Day,Bud Powell
-live On The Sunny Side Of The Street,Bud Powell
-live Penthouse Serenade,Bud Powell
-live Poinciana,Bud Powell
-live Round Midnight,Bud Powell
-live Ruby My Dear,Bud Powell
-live Samba De Orpheu,Bud Powell
-live Satin Doll,Bud Powell
-live Song For My Father,Bud Powell
-live Sophisticated Lady,Bud Powell
-live Stardust,Bud Powell
